,font,category,isin_laten,data_type
1613,Sahitya-Regular,SERIF,True,train
1614,Michroma,SANS_SERIF,True,train
1615,SignikaNegative[wght],SANS_SERIF,True,train
1616,Codystar-Regular,DISPLAY,True,train
1617,Codystar-Light,DISPLAY,True,train
1618,Macondo-Regular,DISPLAY,True,train
1619,Inder-Regular,SANS_SERIF,True,train
1620,AmaticSC-Regular,HANDWRITING,True,train
1621,AmaticSC-Bold,HANDWRITING,True,train
1622,STIXTwoText[wght],SERIF,True,train
1623,STIXTwoText-Italic[wght],SERIF,True,train
1624,CreteRound-Regular,SERIF,True,train
1625,CreteRound-Italic,SERIF,True,train
1626,Tauri-Regular,SANS_SERIF,True,train
1627,MissFajardose-Regular,HANDWRITING,True,train
1628,FiraSans-ExtraLightItalic,SANS_SERIF,True,train
1629,FiraSans-Light,SANS_SERIF,True,train
1630,FiraSans-MediumItalic,SANS_SERIF,True,train
1631,FiraSans-Black,SANS_SERIF,True,train
1632,FiraSans-ExtraLight,SANS_SERIF,True,train
1633,FiraSans-ExtraBoldItalic,SANS_SERIF,True,train
1634,FiraSans-BlackItalic,SANS_SERIF,True,train
1635,FiraSans-Italic,SANS_SERIF,True,train
1636,FiraSans-ThinItalic,SANS_SERIF,True,train
1637,FiraSans-BoldItalic,SANS_SERIF,True,train
1638,FiraSans-Thin,SANS_SERIF,True,train
1639,FiraSans-Regular,SANS_SERIF,True,train
1640,FiraSans-ExtraBold,SANS_SERIF,True,train
1641,FiraSans-LightItalic,SANS_SERIF,True,train
1642,FiraSans-SemiBoldItalic,SANS_SERIF,True,train
1643,FiraSans-Bold,SANS_SERIF,True,train
1644,FiraSans-Medium,SANS_SERIF,True,train
1645,FiraSans-SemiBold,SANS_SERIF,True,train
1646,WaitingfortheSunrise,HANDWRITING,True,train
1647,Mina-Regular,SANS_SERIF,True,train
1648,Mina-Bold,SANS_SERIF,True,train
1649,WireOne-Regular,SANS_SERIF,True,train
1650,UnifrakturMaguntia-Book,DISPLAY,True,train
1651,Limelight-Regular,DISPLAY,True,train
1652,Freehand-Regular,DISPLAY,True,train
1653,IBMPlexSansArabic-Bold,SANS_SERIF,True,train
1654,IBMPlexSansArabic-ExtraLight,SANS_SERIF,True,train
1655,IBMPlexSansArabic-Light,SANS_SERIF,True,train
1656,IBMPlexSansArabic-SemiBold,SANS_SERIF,True,train
1657,IBMPlexSansArabic-Medium,SANS_SERIF,True,train
1658,IBMPlexSansArabic-Regular,SANS_SERIF,True,train
1659,IBMPlexSansArabic-Thin,SANS_SERIF,True,train
1660,Kameron-Bold,SERIF,True,train
1661,Kameron-Regular,SERIF,True,train
1662,OverlockSC-Regular,DISPLAY,True,train
1663,BaiJamjuree-BoldItalic,SANS_SERIF,True,train
1664,BaiJamjuree-Light,SANS_SERIF,True,train
1665,BaiJamjuree-Regular,SANS_SERIF,True,train
1666,BaiJamjuree-SemiBold,SANS_SERIF,True,train
1667,BaiJamjuree-MediumItalic,SANS_SERIF,True,train
1668,BaiJamjuree-Bold,SANS_SERIF,True,train
1669,BaiJamjuree-ExtraLight,SANS_SERIF,True,train
1670,BaiJamjuree-Medium,SANS_SERIF,True,train
1671,BaiJamjuree-Italic,SANS_SERIF,True,train
1672,BaiJamjuree-ExtraLightItalic,SANS_SERIF,True,train
1673,BaiJamjuree-SemiBoldItalic,SANS_SERIF,True,train
1674,BaiJamjuree-LightItalic,SANS_SERIF,True,train
1675,RozhaOne-Regular,SERIF,True,train
1676,Charm-Bold,HANDWRITING,True,train
1677,Charm-Regular,HANDWRITING,True,train
1678,ShipporiMincho-SemiBold,SERIF,True,train
1679,ShipporiMincho-ExtraBold,SERIF,True,train
1680,ShipporiMincho-Regular,SERIF,True,train
1681,ShipporiMincho-Bold,SERIF,True,train
1682,ShipporiMincho-Medium,SERIF,True,train
1683,Bilbo-Regular,HANDWRITING,True,train
1684,SpectralSC-MediumItalic,SERIF,True,train
1685,SpectralSC-ExtraLight,SERIF,True,train
1686,SpectralSC-LightItalic,SERIF,True,train
1687,SpectralSC-Light,SERIF,True,train
1688,SpectralSC-BoldItalic,SERIF,True,train
1689,SpectralSC-ExtraBoldItalic,SERIF,True,train
1690,SpectralSC-Italic,SERIF,True,train
1691,SpectralSC-Medium,SERIF,True,train
1692,SpectralSC-SemiBold,SERIF,True,train
1693,SpectralSC-ExtraLightItalic,SERIF,True,train
1694,SpectralSC-SemiBoldItalic,SERIF,True,train
1695,SpectralSC-Bold,SERIF,True,train
1696,SpectralSC-ExtraBold,SERIF,True,train
1697,SpectralSC-Regular,SERIF,True,train
1698,OFLGoudyStMTT,SERIF,True,train
1699,OFLGoudyStMTT-Italic,SERIF,True,train
1700,Alata-Regular,SANS_SERIF,True,train
1701,AllertaStencil-Regular,SANS_SERIF,True,train
1702,VastShadow-Regular,DISPLAY,True,train
1703,Comforter-Regular,HANDWRITING,True,train
1704,Kristi-Regular,HANDWRITING,True,train
1705,Poly-Italic,SERIF,True,train
1706,Poly-Regular,SERIF,True,train
1707,Sen-Bold,SANS_SERIF,True,train
1708,Sen-Regular,SANS_SERIF,True,train
1709,Sen-ExtraBold,SANS_SERIF,True,train
1710,Federo-Regular,SANS_SERIF,True,train
1711,Amethysta-Regular,SERIF,True,train
1712,JacquesFrancoisShadow-Regular,DISPLAY,True,train
1713,PT_Sans-Narrow-Web-Regular,SANS_SERIF,True,train
1714,PT_Sans-Narrow-Web-Bold,SANS_SERIF,True,train
1715,Damion-Regular,HANDWRITING,True,train
1716,DellaRespira-Regular,SERIF,True,train
1717,Rowdies-Bold,DISPLAY,True,train
1718,Rowdies-Light,DISPLAY,True,train
1719,Rowdies-Regular,DISPLAY,True,train
1720,Gorditas-Bold,DISPLAY,True,train
1721,Gorditas-Regular,DISPLAY,True,train
1722,Flavors-Regular,DISPLAY,True,train
1723,SourceSansPro-ExtraLightItalic,SANS_SERIF,True,train
1724,SourceSansPro-SemiBold,SANS_SERIF,True,train
1725,SourceSansPro-Black,SANS_SERIF,True,train
1726,SourceSansPro-Italic,SANS_SERIF,True,train
1727,SourceSansPro-LightItalic,SANS_SERIF,True,train
1728,SourceSansPro-Bold,SANS_SERIF,True,train
1729,SourceSansPro-BlackItalic,SANS_SERIF,True,train
1730,SourceSansPro-ExtraLight,SANS_SERIF,True,train
1731,SourceSansPro-SemiBoldItalic,SANS_SERIF,True,train
1732,SourceSansPro-BoldItalic,SANS_SERIF,True,train
1733,SourceSansPro-Light,SANS_SERIF,True,train
1734,SourceSansPro-Regular,SANS_SERIF,True,train
1735,GloriaHallelujah,HANDWRITING,True,train
1736,Combo-Regular,DISPLAY,True,train
1737,BellotaText-BoldItalic,DISPLAY,True,train
1738,BellotaText-Regular,DISPLAY,True,train
1739,BellotaText-Italic,DISPLAY,True,train
1740,BellotaText-Bold,DISPLAY,True,train
1741,BellotaText-LightItalic,DISPLAY,True,train
1742,BellotaText-Light,DISPLAY,True,train
1743,EBGaramond-Italic[wght],SERIF,True,train
1744,EBGaramond[wght],SERIF,True,train
1745,Sacramento-Regular,HANDWRITING,True,train
1746,Athiti-Medium,SANS_SERIF,True,train
1747,Athiti-ExtraLight,SANS_SERIF,True,train
1748,Athiti-Bold,SANS_SERIF,True,train
1749,Athiti-SemiBold,SANS_SERIF,True,train
1750,Athiti-Light,SANS_SERIF,True,train
1751,Athiti-Regular,SANS_SERIF,True,train
1752,Martel-UltraLight,SERIF,True,train
1753,Martel-ExtraBold,SERIF,True,train
1754,Martel-DemiBold,SERIF,True,train
1755,Martel-Heavy,SERIF,True,train
1756,Martel-Bold,SERIF,True,train
1757,Martel-Light,SERIF,True,train
1758,Martel-Regular,SERIF,True,train
1759,K2D-ThinItalic,SANS_SERIF,True,train
1760,K2D-ExtraBoldItalic,SANS_SERIF,True,train
1761,K2D-Bold,SANS_SERIF,True,train
1762,K2D-ExtraLightItalic,SANS_SERIF,True,train
1763,K2D-MediumItalic,SANS_SERIF,True,train
1764,K2D-Light,SANS_SERIF,True,train
1765,K2D-Regular,SANS_SERIF,True,train
1766,K2D-BoldItalic,SANS_SERIF,True,train
1767,K2D-Italic,SANS_SERIF,True,train
1768,K2D-LightItalic,SANS_SERIF,True,train
1769,K2D-SemiBold,SANS_SERIF,True,train
1770,K2D-Medium,SANS_SERIF,True,train
1771,K2D-ExtraBold,SANS_SERIF,True,train
1772,K2D-Thin,SANS_SERIF,True,train
1773,K2D-SemiBoldItalic,SANS_SERIF,True,train
1774,K2D-ExtraLight,SANS_SERIF,True,train
1775,Birthstone-Regular,HANDWRITING,True,train
1776,ZenDots-Regular,DISPLAY,True,train
1777,ChakraPetch-BoldItalic,SANS_SERIF,True,train
1778,ChakraPetch-SemiBoldItalic,SANS_SERIF,True,train
1779,ChakraPetch-Italic,SANS_SERIF,True,train
1780,ChakraPetch-ExtraLight,SANS_SERIF,True,train
1781,ChakraPetch-Medium,SANS_SERIF,True,train
1782,ChakraPetch-MediumItalic,SANS_SERIF,True,train
1783,ChakraPetch-Bold,SANS_SERIF,True,train
1784,ChakraPetch-SemiBold,SANS_SERIF,True,train
1785,ChakraPetch-ExtraLightItalic,SANS_SERIF,True,train
1786,ChakraPetch-LightItalic,SANS_SERIF,True,train
1787,ChakraPetch-Regular,SANS_SERIF,True,train
1788,ChakraPetch-Light,SANS_SERIF,True,train
1789,NovaSlim,DISPLAY,True,train
1790,Balthazar-Regular,SERIF,True,train
1791,Modak-Regular,DISPLAY,True,train
1792,Mulish[wght],SANS_SERIF,True,train
1793,Mulish-Italic[wght],SANS_SERIF,True,train
1794,BonaNova-Regular,SERIF,True,train
1795,BonaNova-Bold,SERIF,True,train
1796,BonaNova-Italic,SERIF,True,train
1797,Bungee-Regular,DISPLAY,True,train
1798,MouseMemoirs-Regular,SANS_SERIF,True,train
1799,ScheherazadeNew-Bold,SERIF,True,train
1800,ScheherazadeNew-Regular,SERIF,True,train
1801,CrimsonPro[wght],SERIF,True,train
1802,CrimsonPro-Italic[wght],SERIF,True,train
1803,Sora[wght],SANS_SERIF,True,train
1804,Vidaloka-Regular,SERIF,True,train
1805,Comfortaa[wght],DISPLAY,True,train
1806,ViaodaLibre-Regular,DISPLAY,True,train
1807,DeliusSwashCaps-Regular,HANDWRITING,True,train
1808,LibreCaslonText-Italic[wght],SERIF,True,train
1809,LibreCaslonText[wght],SERIF,True,train
1810,AlfaSlabOne-Regular,DISPLAY,True,train
1811,BubblegumSans-Regular,DISPLAY,True,train
1812,Gafata-Regular,SANS_SERIF,True,train
1813,Barriecito-Regular,DISPLAY,True,train
1814,Blinker-ExtraLight,SANS_SERIF,True,train
1815,Blinker-Light,SANS_SERIF,True,train
1816,Blinker-SemiBold,SANS_SERIF,True,train
1817,Blinker-ExtraBold,SANS_SERIF,True,train
1818,Blinker-Thin,SANS_SERIF,True,train
1819,Blinker-Black,SANS_SERIF,True,train
1820,Blinker-Regular,SANS_SERIF,True,train
1821,Blinker-Bold,SANS_SERIF,True,train
1822,Changa[wght],SANS_SERIF,True,train
1823,Manjari-Bold,SANS_SERIF,True,train
1824,Manjari-Thin,SANS_SERIF,True,train
1825,Manjari-Regular,SANS_SERIF,True,train
1826,Ewert-Regular,DISPLAY,True,train
1827,NotoSans-MediumItalic,SANS_SERIF,True,train
1828,NotoSans-LightItalic,SANS_SERIF,True,train
1829,NotoSans-ExtraBoldItalic,SANS_SERIF,True,train
1830,NotoSans-ExtraLight,SANS_SERIF,True,train
1831,NotoSans-Black,SANS_SERIF,True,train
1832,NotoSans-SemiBoldItalic,SANS_SERIF,True,train
1833,NotoSans-Italic,SANS_SERIF,True,train
1834,NotoSans-ExtraBold,SANS_SERIF,True,train
1835,NotoSans-Thin,SANS_SERIF,True,train
1836,NotoSans-Regular,SANS_SERIF,True,train
1837,NotoSans-Bold,SANS_SERIF,True,train
1838,NotoSans-BlackItalic,SANS_SERIF,True,train
1839,NotoSans-ThinItalic,SANS_SERIF,True,train
1840,NotoSans-Medium,SANS_SERIF,True,train
1841,NotoSans-SemiBold,SANS_SERIF,True,train
1842,NotoSans-Light,SANS_SERIF,True,train
1843,NotoSans-BoldItalic,SANS_SERIF,True,train
1844,NotoSans-ExtraLightItalic,SANS_SERIF,True,train
1845,CormorantGaramond-Light,SERIF,True,train
1846,CormorantGaramond-Bold,SERIF,True,train
1847,CormorantGaramond-Medium,SERIF,True,train
1848,CormorantGaramond-SemiBold,SERIF,True,train
1849,CormorantGaramond-LightItalic,SERIF,True,train
1850,CormorantGaramond-Italic,SERIF,True,train
1851,CormorantGaramond-BoldItalic,SERIF,True,train
1852,CormorantGaramond-Regular,SERIF,True,train
1853,CormorantGaramond-SemiBoldItalic,SERIF,True,train
1854,CormorantGaramond-MediumItalic,SERIF,True,train
1855,ShadowsIntoLightTwo-Regular,HANDWRITING,True,train
1856,Yomogi-Regular,HANDWRITING,True,train
1857,Staatliches-Regular,DISPLAY,True,train
1858,MonomaniacOne-Regular,SANS_SERIF,True,train
1859,WindSong-Regular,HANDWRITING,True,train
1860,WindSong-Medium,HANDWRITING,True,train
1861,PragatiNarrow-Regular,SANS_SERIF,True,train
1862,PragatiNarrow-Bold,SANS_SERIF,True,train
1863,ComforterBrush-Regular,HANDWRITING,True,train
1864,Telex-Regular,SANS_SERIF,True,train
1865,MochiyPopPOne-Regular,SANS_SERIF,True,train
1866,ShortStack-Regular,HANDWRITING,True,train
1867,Rasa[wght],SERIF,True,train
1868,Rasa-Italic[wght],SERIF,True,train
1869,RedHatDisplay[wght],SANS_SERIF,True,train
1870,RedHatDisplay-Italic[wght],SANS_SERIF,True,train
1871,AbrilFatface-Regular,DISPLAY,True,train
1872,JustMeAgainDownHere,HANDWRITING,True,train
1873,Maitree-SemiBold,SERIF,True,train
1874,Maitree-Bold,SERIF,True,train
1875,Maitree-Medium,SERIF,True,train
1876,Maitree-Regular,SERIF,True,train
1877,Maitree-Light,SERIF,True,train
1878,Maitree-ExtraLight,SERIF,True,train
1879,LibreBarcode128-Regular,DISPLAY,True,train
1880,TradeWinds-Regular,DISPLAY,True,train
1881,Dekko-Regular,HANDWRITING,True,train
1882,BeVietnamPro-ExtraBold,SANS_SERIF,True,train
1883,BeVietnamPro-ExtraLight,SANS_SERIF,True,train
1884,BeVietnamPro-SemiBold,SANS_SERIF,True,train
1885,BeVietnamPro-Light,SANS_SERIF,True,train
1886,BeVietnamPro-Medium,SANS_SERIF,True,train
1887,BeVietnamPro-ExtraLightItalic,SANS_SERIF,True,train
1888,BeVietnamPro-BlackItalic,SANS_SERIF,True,train
1889,BeVietnamPro-Thin,SANS_SERIF,True,train
1890,BeVietnamPro-ThinItalic,SANS_SERIF,True,train
1891,BeVietnamPro-Bold,SANS_SERIF,True,train
1892,BeVietnamPro-BoldItalic,SANS_SERIF,True,train
1893,BeVietnamPro-Regular,SANS_SERIF,True,train
1894,BeVietnamPro-ExtraBoldItalic,SANS_SERIF,True,train
1895,BeVietnamPro-SemiBoldItalic,SANS_SERIF,True,train
1896,BeVietnamPro-Italic,SANS_SERIF,True,train
1897,BeVietnamPro-LightItalic,SANS_SERIF,True,train
1898,BeVietnamPro-MediumItalic,SANS_SERIF,True,train
1899,BeVietnamPro-Black,SANS_SERIF,True,train
1900,Magra-Bold,SANS_SERIF,True,train
1901,Magra-Regular,SANS_SERIF,True,train
1902,Antic-Regular,SANS_SERIF,True,train
1903,"Recursive[CASL,CRSV,MONO,slnt,wght]",SANS_SERIF,True,train
1904,"Cabin-Italic[wdth,wght]",SANS_SERIF,True,train
1905,"Cabin[wdth,wght]",SANS_SERIF,True,train
1906,Sniglet-ExtraBold,DISPLAY,True,train
1907,Sniglet-Regular,DISPLAY,True,train
1908,PressStart2P-Regular,DISPLAY,True,train
1909,Baskervville-Italic,SERIF,True,train
1910,Baskervville-Regular,SERIF,True,train
1911,VollkornSC-Regular,SERIF,True,train
1912,VollkornSC-Black,SERIF,True,train
1913,VollkornSC-SemiBold,SERIF,True,train
1914,VollkornSC-Bold,SERIF,True,train
1915,PathwayGothicOne-Regular,SANS_SERIF,True,train
1916,STIXTwoMath-Regular,SERIF,True,train
1917,KeaniaOne-Regular,DISPLAY,True,train
1918,PrincessSofia-Regular,HANDWRITING,True,train
1919,ChangaOne-Regular,DISPLAY,True,train
1920,ChangaOne-Italic,DISPLAY,True,train
1921,CroissantOne-Regular,DISPLAY,True,train
1922,ArbutusSlab-Regular,SERIF,True,train
1923,Almarai-Light,SANS_SERIF,True,train
1924,Almarai-Regular,SANS_SERIF,True,train
1925,Almarai-ExtraBold,SANS_SERIF,True,train
1926,Almarai-Bold,SANS_SERIF,True,train
1927,Baloo2[wght],DISPLAY,True,train
1928,Boogaloo-Regular,DISPLAY,True,train
1929,NotoSerifKR[wght],SERIF,True,train
1930,QuattrocentoSans-Italic,SANS_SERIF,True,train
1931,QuattrocentoSans-Regular,SANS_SERIF,True,train
1932,QuattrocentoSans-Bold,SANS_SERIF,True,train
1933,QuattrocentoSans-BoldItalic,SANS_SERIF,True,train
1934,HindMadurai-Medium,SANS_SERIF,True,train
1935,HindMadurai-SemiBold,SANS_SERIF,True,train
1936,HindMadurai-Bold,SANS_SERIF,True,train
1937,HindMadurai-Light,SANS_SERIF,True,train
1938,HindMadurai-Regular,SANS_SERIF,True,train
1939,Taviraj-BlackItalic,SERIF,True,train
1940,Taviraj-Thin,SERIF,True,train
1941,Taviraj-ThinItalic,SERIF,True,train
1942,Taviraj-Bold,SERIF,True,train
1943,Taviraj-SemiBoldItalic,SERIF,True,train
1944,Taviraj-MediumItalic,SERIF,True,train
1945,Taviraj-ExtraLightItalic,SERIF,True,train
1946,Taviraj-ExtraLight,SERIF,True,train
1947,Taviraj-Regular,SERIF,True,train
1948,Taviraj-BoldItalic,SERIF,True,train
1949,Taviraj-ExtraBoldItalic,SERIF,True,train
1950,Taviraj-Light,SERIF,True,train
1951,Taviraj-LightItalic,SERIF,True,train
1952,Taviraj-SemiBold,SERIF,True,train
1953,Taviraj-Black,SERIF,True,train
1954,Taviraj-Italic,SERIF,True,train
1955,Taviraj-Medium,SERIF,True,train
1956,Taviraj-ExtraBold,SERIF,True,train
1957,SwankyandMooMoo,HANDWRITING,True,train
1958,CrimsonText-Italic,SERIF,True,train
1959,CrimsonText-SemiBoldItalic,SERIF,True,train
1960,CrimsonText-Regular,SERIF,True,train
1961,CrimsonText-BoldItalic,SERIF,True,train
1962,CrimsonText-Bold,SERIF,True,train
1963,CrimsonText-SemiBold,SERIF,True,train
1964,Anton-Regular,SANS_SERIF,True,train
1965,GoblinOne,DISPLAY,True,train
1966,Warnes-Regular,DISPLAY,True,train
1967,Manrope[wght],SANS_SERIF,True,train
1968,DonegalOne-Regular,SERIF,True,train
1969,JuliusSansOne-Regular,SANS_SERIF,True,train
1970,Candal,SANS_SERIF,True,train
1971,Allura-Regular,HANDWRITING,True,train
1972,Sancreek-Regular,DISPLAY,True,train
1973,Marcellus-Regular,SERIF,True,train
1974,Sarina-Regular,DISPLAY,True,train
1975,Arya-Regular,SANS_SERIF,True,train
1976,Arya-Bold,SANS_SERIF,True,train
1977,NanumBrushScript-Regular,HANDWRITING,True,train
1978,PortLligatSans-Regular,SANS_SERIF,True,train
1979,HindGuntur-Regular,SANS_SERIF,True,train
1980,HindGuntur-Bold,SANS_SERIF,True,train
1981,HindGuntur-Medium,SANS_SERIF,True,train
1982,HindGuntur-Light,SANS_SERIF,True,train
1983,HindGuntur-SemiBold,SANS_SERIF,True,train
1984,Lobster-Regular,DISPLAY,True,train
1985,Carme-Regular,SANS_SERIF,True,train
1986,GlassAntiqua-Regular,DISPLAY,True,train
1987,Suwannaphum-Light,SERIF,True,train
1988,Suwannaphum-Regular,SERIF,True,train
1989,Suwannaphum-Bold,SERIF,True,train
1990,Suwannaphum-Thin,SERIF,True,train
1991,Suwannaphum-Black,SERIF,True,train
1992,NotoSerifJP[wght],SERIF,True,train
1993,MetalMania-Regular,DISPLAY,True,train
1994,MuktaMahee-Regular,SANS_SERIF,True,train
1995,MuktaMahee-ExtraLight,SANS_SERIF,True,train
1996,MuktaMahee-Light,SANS_SERIF,True,train
1997,MuktaMahee-SemiBold,SANS_SERIF,True,train
1998,MuktaMahee-Medium,SANS_SERIF,True,train
1999,MuktaMahee-Bold,SANS_SERIF,True,train
2000,MuktaMahee-ExtraBold,SANS_SERIF,True,train
2001,StalinistOne-Regular,DISPLAY,True,train
2002,Buda-Light,DISPLAY,True,train
2003,Sura-Bold,SERIF,True,train
2004,Sura-Regular,SERIF,True,train
2005,Rock3D-Regular,DISPLAY,True,train
2006,Miniver-Regular,DISPLAY,True,train
2007,AndadaPro[wght],SERIF,True,train
2008,AndadaPro-Italic[wght],SERIF,True,train
2009,Caudex-BoldItalic,SERIF,True,train
2010,Caudex-Regular,SERIF,True,train
2011,Caudex-Bold,SERIF,True,train
2012,Caudex-Italic,SERIF,True,train
2013,MarckScript-Regular,HANDWRITING,True,train
2014,BigShouldersStencilText[wght],DISPLAY,True,train
2015,RammettoOne-Regular,DISPLAY,True,train
2016,NanumMyeongjo-Regular,HANDWRITING,True,train
2017,NanumMyeongjo-ExtraBold,HANDWRITING,True,train
2018,NanumMyeongjo-Bold,HANDWRITING,True,train
2019,OriginalSurfer-Regular,DISPLAY,True,train
2020,PollerOne,DISPLAY,True,train
2021,Kavoon-Regular,DISPLAY,True,train
2022,EncodeSansCondensed-Medium,SANS_SERIF,True,train
2023,EncodeSansCondensed-Light,SANS_SERIF,True,train
2024,EncodeSansCondensed-SemiBold,SANS_SERIF,True,train
2025,EncodeSansCondensed-Bold,SANS_SERIF,True,train
2026,EncodeSansCondensed-ExtraLight,SANS_SERIF,True,train
2027,EncodeSansCondensed-Thin,SANS_SERIF,True,train
2028,EncodeSansCondensed-Regular,SANS_SERIF,True,train
2029,EncodeSansCondensed-Black,SANS_SERIF,True,train
2030,EncodeSansCondensed-ExtraBold,SANS_SERIF,True,train
2031,BadScript-Regular,HANDWRITING,True,train
2032,BigShouldersInlineDisplay[wght],DISPLAY,True,train
2033,Adamina-Regular,SERIF,True,train
2034,BalooThambi2[wght],DISPLAY,True,train
2035,Sail-Regular,DISPLAY,True,train
2036,Oxygen-Regular,SANS_SERIF,True,train
2037,Oxygen-Light,SANS_SERIF,True,train
2038,Oxygen-Bold,SANS_SERIF,True,train
2039,Farro-Regular,SANS_SERIF,True,train
2040,Farro-Medium,SANS_SERIF,True,train
2041,Farro-Light,SANS_SERIF,True,train
2042,Farro-Bold,SANS_SERIF,True,train
2043,Bellota-BoldItalic,DISPLAY,True,train
2044,Bellota-Italic,DISPLAY,True,train
2045,Bellota-LightItalic,DISPLAY,True,train
2046,Bellota-Light,DISPLAY,True,train
2047,Bellota-Regular,DISPLAY,True,train
2048,Bellota-Bold,DISPLAY,True,train
2049,DMSerifDisplay-Italic,SERIF,True,train
2050,DMSerifDisplay-Regular,SERIF,True,train
2051,KulimPark-SemiBoldItalic,SANS_SERIF,True,train
2052,KulimPark-Bold,SANS_SERIF,True,train
2053,KulimPark-LightItalic,SANS_SERIF,True,train
2054,KulimPark-Light,SANS_SERIF,True,train
2055,KulimPark-ExtraLightItalic,SANS_SERIF,True,train
2056,KulimPark-ExtraLight,SANS_SERIF,True,train
2057,KulimPark-Regular,SANS_SERIF,True,train
2058,KulimPark-BoldItalic,SANS_SERIF,True,train
2059,KulimPark-Italic,SANS_SERIF,True,train
2060,KulimPark-SemiBold,SANS_SERIF,True,train
2061,DarkerGrotesque-Medium,SANS_SERIF,True,train
2062,DarkerGrotesque-Bold,SANS_SERIF,True,train
2063,DarkerGrotesque-Black,SANS_SERIF,True,train
2064,DarkerGrotesque-Regular,SANS_SERIF,True,train
2065,DarkerGrotesque-Light,SANS_SERIF,True,train
2066,DarkerGrotesque-SemiBold,SANS_SERIF,True,train
2067,DarkerGrotesque-ExtraBold,SANS_SERIF,True,train
2068,NunitoSans-SemiBold,SANS_SERIF,True,train
2069,NunitoSans-Black,SANS_SERIF,True,train
2070,NunitoSans-ExtraBold,SANS_SERIF,True,train
2071,NunitoSans-ExtraLight,SANS_SERIF,True,train
2072,NunitoSans-Bold,SANS_SERIF,True,train
2073,NunitoSans-BlackItalic,SANS_SERIF,True,train
2074,NunitoSans-LightItalic,SANS_SERIF,True,train
2075,NunitoSans-ExtraLightItalic,SANS_SERIF,True,train
2076,NunitoSans-Italic,SANS_SERIF,True,train
2077,NunitoSans-Regular,SANS_SERIF,True,train
2078,NunitoSans-Light,SANS_SERIF,True,train
2079,NunitoSans-SemiBoldItalic,SANS_SERIF,True,train
2080,NunitoSans-BoldItalic,SANS_SERIF,True,train
2081,NunitoSans-ExtraBoldItalic,SANS_SERIF,True,train
2082,MedulaOne-Regular,DISPLAY,True,train
2083,SignikaSC[wght],SANS_SERIF,True,train
2084,GeostarFill-Regular,DISPLAY,True,train
2085,Gotu-Regular,SANS_SERIF,True,train
2086,GrenzeGotisch[wght],DISPLAY,True,train
2087,SortsMillGoudy-Italic,SERIF,True,train
2088,SortsMillGoudy-Regular,SERIF,True,train
2089,Philosopher-Bold,SANS_SERIF,True,train
2090,Philosopher-BoldItalic,SANS_SERIF,True,train
2091,Philosopher-Regular,SANS_SERIF,True,train
2092,Philosopher-Italic,SANS_SERIF,True,train
2093,CevicheOne-Regular,DISPLAY,True,train
2094,LeagueGothic[wdth],SANS_SERIF,True,train
2095,TenorSans-Regular,SANS_SERIF,True,valid
2096,Peddana-Regular,SERIF,True,valid
2097,Karma-SemiBold,SERIF,True,valid
2098,Karma-Light,SERIF,True,valid
2099,Karma-Regular,SERIF,True,valid
2100,Karma-Bold,SERIF,True,valid
2101,Karma-Medium,SERIF,True,valid
2102,Courgette-Regular,HANDWRITING,True,valid
2103,MPLUS1Code[wght],SANS_SERIF,True,valid
2104,Harmattan-Regular,SANS_SERIF,True,valid
2105,Harmattan-Bold,SANS_SERIF,True,valid
2106,OldStandard-Bold,SERIF,True,valid
2107,OldStandard-Italic,SERIF,True,valid
2108,OldStandard-Regular,SERIF,True,valid
2109,Thasadith-Italic,SANS_SERIF,True,valid
2110,Thasadith-Regular,SANS_SERIF,True,valid
2111,Thasadith-Bold,SANS_SERIF,True,valid
2112,Thasadith-BoldItalic,SANS_SERIF,True,valid
2113,Lexend[wght],SANS_SERIF,True,valid
2114,SeaweedScript-Regular,DISPLAY,True,valid
2115,Electrolize-Regular,SANS_SERIF,True,valid
2116,Shanti-Regular,SANS_SERIF,True,valid
2117,JosefinSans[wght],SANS_SERIF,True,valid
2118,JosefinSans-Italic[wght],SANS_SERIF,True,valid
2119,NoticiaText-Regular,SERIF,True,valid
2120,NoticiaText-BoldItalic,SERIF,True,valid
2121,NoticiaText-Bold,SERIF,True,valid
2122,NoticiaText-Italic,SERIF,True,valid
2123,Orbitron[wght],SANS_SERIF,True,valid
2124,Sarpanch-Medium,SANS_SERIF,True,valid
2125,Sarpanch-Bold,SANS_SERIF,True,valid
2126,Sarpanch-ExtraBold,SANS_SERIF,True,valid
2127,Sarpanch-Regular,SANS_SERIF,True,valid
2128,Sarpanch-Black,SANS_SERIF,True,valid
2129,Sarpanch-SemiBold,SANS_SERIF,True,valid
2130,GermaniaOne-Regular,DISPLAY,True,valid
2131,SpicyRice-Regular,DISPLAY,True,valid
2132,RalewayDots-Regular,DISPLAY,True,valid
2133,NotoSerif-Italic,SERIF,True,valid
2134,NotoSerif-Regular,SERIF,True,valid
2135,NotoSerif-Bold,SERIF,True,valid
2136,NotoSerif-BoldItalic,SERIF,True,valid
2137,EmblemaOne-Regular,DISPLAY,True,valid
2138,Snippet,SANS_SERIF,True,valid
2139,RaviPrakash-Regular,DISPLAY,True,valid
2140,BalooTammudu2[wght],DISPLAY,True,valid
2141,"Trispace[wdth,wght]",SANS_SERIF,True,valid
2142,NovaCut,DISPLAY,True,valid
